,text
662,"3 Apr Yeah, this is that good vibe coding AI stuff. Both innovative and useful. Kutipan draftballr @draftballr 3 Apr The Film Terminal Watch clips on players, take notes, rearrange your board on the fly as needed. I've embedded @cashiggy11 (who i think makes the absolute best film cuts), @bjpf_ , and @NoCeilingsNBA youtube videos among some other creators here for easy access. 4 2 181 27 rb"
663,"3 Apr Back when I started #vibecoding in August, being on a terminal and understanding project folders in an IDE was a (literally, almost) black hole. Thankfully @sriverag787 had enough patience to walk me through it (multiple times). Today, I exported a project from a popular vibe 1 1 4 131"
664,"3 Apr > Be @dhruvamin > building anything app for vibecoding > do crazy numbers on app store > apple gets scared and blocks the app > pivot to imessage chat skipping the middleman > this validates what @photonhq been building for months > bringing agents to where users already are Kutipan Anything @anything 3 Apr 0:22 BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 13 2 52 2 rb"
665,3 Apr @yonann dan @notthreadguy Vibe coding your way into making your point. Respect 7 716
666,3 Apr vibe coding my taxes ama 1 2 53
667,"3 Apr Vibe coding just got me better seats at the Kanye Concert. I saw spots at the 100 level were available, so my friends and I used Replit to create an apple wallet clone with tickets of those seats. With conviction (and some acting) we made it from section 340 to 100. 60 31 1 rb 245 rb"
668,"3 Apr bebe wake up. Anything just launched vibecoding on iMessage Kutipan Anything @anything 3 Apr 0:22 BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 8 2 43 4 rb"
669,"3 Apr Stop asking for permission. Start building. Read more on how Alfredo, VP of Revenue Strategy at Microsoft, reframes vibe coding: empower people closest to the work to move, test, and learn faster—without waiting on perfect conditions. https:// msft.it/6017Q0yX7 1 10 46 3 rb"
670,3 Apr Vibe Coded. Badly Deployed. Vibe coding has made it easier than ever to build something. And easier than ever to deploy it badly. Databases. Hosting. Integrations. Done right. http:// sandconsole.com 1 rb
671,"Jon 3 Apr day 1 seeing if the hype about selling products with ai influencers is true and throwing my hat in the ring for ecom taking all that I know about vibe coding, automation and applying that to scaling content 3 3 119"
672,3 Apr The real story here isn't Apple vs vibe coding. It's that the App Store model was designed for a world where building apps was hard and distribution was scarce. Neither of those things is true anymore. Every platform gatekeeper is going to have this reckoning eventually. 3 2 71 8 rb
673,3 Apr apple removing vibe coding apps from the app store is the modern equivalent of blockbuster suing netflix. you cannot uninvent the thing that makes you irrelevant. you can only delay the embarrassment 6 1 rb
674,"3 Apr Vibe coding , learning time @JakeofAlltrds 2 43"
675,"3 Apr me vibe coding on iMessage at 3am Kutipan Anything @anything 3 Apr 0:22 BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 2 1 17 1 rb"
676,3 Apr Speaking with @AphidAI about AI and vibe-coding! Come join us! Kutipan OpulenceX @_OpulenceX 3 Apr https:// x.com/i/spaces/1wxWj ayVAeQJQ … OpulenceX Host Locked in: Takeover Thursday- Ai Clone with Aphid OpulenceX & SpyDex 241 mendengarkan 3 Apr 2:07:32 Putar rekaman 2 59
677,"3 Apr dan @craigzLiszt Interestingly enough, there are still people shitting on vibe coding. 1 86"
678,"3 Apr Apple just removed the Anything app from the App Store for ""vibe coding."" So the team moved their entire product into iMessage. This is exactly why single platform dependency is the biggest risk most builders ignore. Your app store listing is a rental agreement, not a deed. 2 4 148"
679,3 Apr what are you vibe coding currently? 1 3 14 rb
680,"3 Apr Apple isn't ""scared of vibe coding"" they're just trying to stop the geyser of absolute garbage vibe coded apps flooding the market, and barring vibe coding apps from the App Store is, for better or worse, the only real tool they currently have. 1 3 204"
681,"3 Apr still not a dev. probably never will call myself one. but i have two bots running live right now that i built from scratch. if you're a noob thinking about vibecoding, just start. the bar is lower than you think. 2 121"
682,"3 Apr ¿Entiendes lo que acaba de hacer Matthew Gallagher? Dos meses… 20.000 dólares… él y su hermano… usando ChatGPT, Claude y Grok para crear con “vibe coding” una empresa entera desde cero… y Medvi ahora va camino de generar 1.800 millones de dólares en ventas anuales… 300 Kutipan Polymarket @Polymarket 3 Apr BREAKING: AI-powered GLP-1 startup Medvi — built with $20,000 & two employees — is now on track for $1,800,000,000.00 in annual sales. Kemitraan berbayar 9 37 369 82 rb"
683,3 Apr Things i've learned from vibecoding As someone who had never really used a pc before crypto 2 2 6 248
684,3 Apr we need vibe coding for hardware 3 405
685,"3 Apr bro he had probably 1,000 affiliates and had affiliate network connections, he didnt magically run $400M worth of traffic himself with AI ads and vibe coding 38 940"
686,"3 Apr “Vibe coding” ne veut pas dire coder à l’aveugle avec une IA. Et si on appelait plutôt ça du blind coding pour éviter la confusion ? Franchement, voir ce terme mal utilisé partout, c’est fatiguant. Gardez le contrôle sur ce que vous faites 1 2 5 372"
687,3 Apr Perhaps re-employ engineers and give up on the vibe coding? 3 696
688,"3 Apr They’re not scared of vibe coding, they make 15% off sales from vibe coded apps. They want people using testflight and not circumventing testflight to test an app. 20 2 rb"
689,3 Apr A lot of people are asking me for a course or playbook on how to build quickly. I’ll just post here and if you have questions I’ll reply. When I was first building (see my X history) vibe coding was not what it is today and there were no agents. I pieced different tech stacks 35 37 615 36 rb
690,3 Apr all of the people who were shitting on vibe coding last year have been unusually silent recently i wonder why? 83 19 284 11 rb
691,"3 Apr imagine being arrested for vibecoding and driving Kutipan OpenAI @OpenAI 2 Apr ChatGPT is now available in CarPlay. The voice mode you know, now available on-the-go. Rolling out to iPhone users running iOS 26.4+ where CarPlay is supported. x.com/gsferreira/sta… 12 1 rb"
692,3 Apr vibecoding ile uygulama yapiyorum diyen herkes ayni tuzaga dusuyor ve kimse bunu anlatmiyor 3 1 17 974
693,"3 Apr I cannot begin to explain how accurate this is. If I'm out and not able to vibe code, I'll secretly start building on my phone. Put it in my pocket, check the update, then carry on. The addiction is real. I keep saying this. It's the problem solving and working things out. Kutipan seiji @seijadvice 3 Apr Membalas @naval totally: https:// x.com/seijadvice/sta tus/2031785344723771561?s=46&t=R2OB20g0ei3Kghe9Olctdw … 2 72"
694,"3 Apr Also supported with our vibe coding video games in unreal engine Kutipan Cursor @cursor_ai 3 Apr Diterjemahkan dari Inggris Kami memperkenalkan Cursor 3. Ia lebih sederhana, lebih kuat, dan dibangun untuk dunia di mana semua kode ditulis oleh agen, sambil tetap mempertahankan kedalaman lingkungan pengembangan. 2 3 138"
695,3 Apr Vibe coding muhabbetinin güzel yanı harbiden ihtiyacın olan ve aradığın uygulamayı kendin için yapabilmek. Acaba istediğim gibi olur mu diyerek başladığım not uygulamamla 4. haftayı deviriyoruz. 2 158
696,"3 Apr So innovative! Makes me wonder how these other vibe coding apps are going to pivot Kutipan 3 Apr @grok explain Apple’s recent move to remove vibe coding apps like replit, anything, and Rork from the App Store plz 5 1 rb"
697,"3 Apr @grok explain Apple’s recent move to remove vibe coding apps like replit, anything, and Rork from the App Store plz 1 1 2 1 rb"
698,"3 Apr Stop vibe coding, start cooking /lets-cook A skill to get things right with Claude, or at least not so wrong Kutipan 3 Apr Artikel Less vibes, more cooking: how to stop fumbling with AI agents Here's what happens every day: You have an idea. You ask an LLM to plan it. The LLM gives you a beautiful, confident, detailed plan. Tech stack? Picked. Timeline? 4 weeks. Architecture?... 3 3 7 1 rb"
699,"3 Apr Honestly, vibecoding will teach you how to code while simultaneously creating a working product. It’s all a prompt away now. 3 48"
700,"3 Apr Finished another day of vibe coding without REKT ENERGY. Please @amazon hurry up , need my @rektdrinks energy powder ASAP thanks Rekt Brands dan 1 lainnya Dibuat dengan AI 3 2 27 402"
701,"3 Apr NYT just profiled a two-person, $1B+ company. Everyone's calling it ""vibecoding."" The bigger story: the founder's last company had 60 employees and lost money. Gallagher ran a subscription business. Grew headcount. Didn't grow profit. Learned effectiveness doesn't scale with Kutipan nic carter @nic_carter 2 Apr first vibecoded billion-dollar company? 9 6 37 5 rb"
702,3 Apr What kind of music do you listen to while vibe coding? 16 3 11 2 rb
703,3 Apr vibe coding gave everyone a product. nobody vibe distributed anything. food for thought. 1 1 3 47
704,"3 Apr Microsoft vibecoding all their bullshit is going to have real world ramifications Kutipan Polymarket @Polymarket 2 Apr JUST IN: Artemis II crew experiences issues with Microsoft Outlook on their way to the Moon, asks ground crew for assistance. 3 109"
705,3 Apr Vibe coding tax season will hopefully make it more bearable Kutipan Perplexity @perplexity_ai 2 Apr Perplexity Computer can now help prepare your federal tax return. Select “Navigate my taxes” on Computer to give it a shot. 12 3 93 11 rb
706,"3 Apr Insane, Apple banned Anything app for ""vibe coding"" from the App Store… So the devs just moved the entire app into iMessage Kutipan Anything @anything 3 Apr BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 2 4 394"
707,"3 Apr Love the creativity, but I wonder how long before Apple restricts iMessage app builders the same way. Either way, vibe coding is clearly too big to stay locked in one store. The future of building is moving faster than gatekeepers can keep up. Kutipan Charly Wargnier @DataChaz 3 Apr lol. @Apple kicked them off the App Store and thought they had the final say. @Anything made them a footnote! Rebuilding their vibe-coding app in iMessage is just the most elegant middle finger I’ve ever seen x.com/14890512253791… 3 3 9 2 rb"
708,3 Apr First time working with a customer who is using Lovable to build their shopify site. It's interesting because the entire theme is built on lovable so theme app extensions don't work.. but they can build the badges through vibe coding and use our api to pull any impact data. 2 15 1 rb
709,"3 Apr Apple is trying to stop vibe coding Anything is one of many apps they've blocked or removed in the last weeks today we launch Text to App the first iMessage app builder vibecoding is bigger than any App Store Kutipan Anything @anything 3 Apr 0:22 BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 26 14 178 38 rb"
710,3 Apr dan @gozkybrain4u Related to react or vibe-coding? 1 2 23
711,"3 Apr The biggest problem with vibe coding is distraction. Suddenly, all of your ideas seem possible. So, your curiosities become side-quest addictions that can literally derail you from more important shit in life. 7 22 1 rb"
712,"3 Apr https:// github.com/Leonxlnx/taste -skill … damn local model frontend vibecoding wiht taste skill, gotta test that GitHub - Leonxlnx/taste-skill: Taste-Skill - gives your AI good taste. stops the AI from generating... Dari github.com 7 1 rb"
713,"3 Apr El futuro del creador digital no es solo contenido, ni deberia serlo. Es productos digitales + apps creadas con Vibecoding. La Audiencia es un activo. El Software es una palanca. Internet es el mercado. Cualquiera con una audiencia puede apalancarse y ganar mucho dinero. 1 2 87"
714,"3 Apr lol. @Apple kicked them off the App Store and thought they had the final say. @Anything made them a footnote! Rebuilding their vibe-coding app in iMessage is just the most elegant middle finger I’ve ever seen Kutipan Anything @anything 3 Apr 0:22 BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 16 28 229 71 rb"
715,jasper 3 Apr Most optimal vibe coding setup? 2 5 217
716,"Gindaus 3 Apr Future of vibe coding coming soon Kutipan TeemFlow @teemflowai 31 Mar Ideas are easy. Building is hard. So I’m building TeemFlow AI. Type an idea → get a working app. Minutes, not months. 1 6 51"
717,3 Apr i can't believe i'm 100% vibe coding this travel app. here's an update to make it viral: i added animations to make it feel less vibe coded (and visually better for shorts). 100% built with rork max. now i'm building something better... what else should i add? Kutipan 31 Mar 0:16 i thought this app idea was INSANE and it went viral. so i’m doing this: add stamps to turn trips into memories. i’m building it with rork max. now working on a mascot. what do you think? 20 3 134 28 rb
718,"3 Apr > be Anything > get kicked out of the App Store > launch iMessage vibe coding win Kutipan Anything @anything 3 Apr BREAKING: Apple is scared of vibe coding they removed Anything from the App Store so we moved app building to iMessage good luck removing this one, Apple 8 1 36 2 rb"
719,"3 Apr Unlocked an achievement of appearing next to @jack “Vibe coding” lowers the barrier to producing code, but makes it much harder to trust that code. The excitement is justified. The productivity gains are real. But we’re also starting to see the downside: failures that come Kutipan Sharon Goldman @sharongoldman 3 Apr NEW: In the age of vibe coding, trust is the real bottleneck Thanks to @itamar_mar for chatting on this one! https:// fortune.com/2026/04/02/in- the-age-of-vibe-coding-trust-is-the-real-bottleneck/ … 6 442"
720,"27 Mar I sat down to ""just test one small change."" Three hours later I'm still in the flow. Vibe coding is addictive! 1 1 4 226"
721,27 Mar tired: vibecoding wired: RAGECODING Kutipan Ray Fernando @RayFernando1337 26 Mar This guy rage coded a $199 app in less than an hour and cooked the OP. 4 153
722,"Bob_AI 27 Mar Hot take: AI coding is not the hard part anymore. Decision-making is. People keep debating whether “vibe coding” is good or bad, but that’s almost the wrong conversation. Non-trivial apps do not fail because the model couldn’t generate a component. They fail because somebody 2 3 58"
723,"27 Mar i hate vibe coding being fked by a bug created by claude is nasty i think we need to add new ways to make sure coding agents don't touch a piece of code, similar to .gitignore or a decorator we need a true ide ai native code editor not just another fork of vscode 4 2 37 1 rb"
724,27 Mar this is sick @Gratefulape I need to jump on vibe coding 1 3 57
725,"27 Mar Rork turned stresscoding into vibecoding Kutipan Rork @rork 27 Mar Introducing Rork Max Publishing Rork Max can now fill your entire App Store page without you ever touching it. It fills in all the fields, generates beautiful icons & screenshots, makes a mock review so you don't get rejected, and submits for you. Yes, iPad screenshots too. 0:25 1 9 2 rb"
726,"27 Mar My first blog post about #vibecoding on @HyperliquidX https:// d4much.substack.com/p/i-spent-2-mo nths-vibecoding-trading … Cod3x Discord has been invaluable for strategy, design and debugging — shoutout to @StevenVinyl , @0xBebis_ and the whole @Cod3xOrg team ! also check @Aarons_Ghost for more detailed instructions 5 6 11 901"
727,"27 Mar 大家虽然天天玩龙虾或者Skills也好！ 普通人的Coding 依旧是 Vibe Coding ，并且其本质是大幅缩短“想法与成果之间的差距”。 要发挥最大潜力，需要掌握一套简单但有效的工作流。YouWare 团队分享了6个实用建议： 1. 从“Vibe Coding开始，而不是设定条条框框！ 不要一开始就写完美需求文档。 Kutipan YouWare @YouWareAI 26 Mar Artikel You Don't Need to Know How to Code. You Need to Know What You Want. Here's a moment every first-time vibe coder has hit. You type your idea into the prompt. Something like: ""Build me a habit tracker with streaks and a clean dark mode UI."" You hit generate. And then,... 2 14 4 rb"
728,"27 Mar This is the major issue with vibecoding. There's zero moat on your idea. Anyone can execute. It's why there's been so much stuff being ""built"" but nothing actually being used. The users are fragmented across 10 million iterations of your project. Kutipan Dmitriy Kovalenko @neogoose_btw 26 Mar I absolutely adore this thread > be 16 year AI startup bro > vibe code some nonsense slop app > try to sell it for $199 > realize that other people can also vibe code the dude literally open sourced it lmao 4 7 1 rb"
729,27 Mar If you can’t code and don’t have a million dollars to hire people then what should these “people” do? Nothing wrong with vibe-coding. 3 7 1 rb
730,27 Mar how it looks vibe coding with codex 5.4/ extra high and hit my limits in a couple mins and not get anything done https:// x.com/FalconryFinanc e/status/2037288910460723509/video/1 … 5 1 41 3 rb
731,"27 Mar OK, this is pretty cool! Apple and Google approved updates for my two apps in the different stores within less than 20 hours! #BuildInPublic #vibecoding #agenticdevelopment Nexus Share v1.0.225 UX improvements, calendar view, new AI options, ... :-) Android: 7 10 201"
732,"27 Mar The best Open Talk I've created after 12 years as a Speaker is this one about Claude & Skills, enjoy! https:// slides.com/juandavidnicho lls/claude-code … Please share with all your friends/co-workers, everyone needs to build AI Agent Skills now! Happy Vibe Coding! <3 #LATAM #AI #Anthropic 6 6 32 645"
733,"27 Mar The Broader Market: The AI-powered app building space is exploding in 2026. Vibe coding has gone mainstream, with platforms like Replit, Bolt, Lovable, and Blink all racing to let non-technical users ship software through natural language. 84% of developers now use AI tools in 2 1 8 296"
734,"27 Mar It’s the opposite of vibe coding Kutipan Asari AI @AsariAILabs 27 Mar Artikel What does it take for AI to build space software? On June 4, 1996, the highly anticipated maiden flight of the Ariane 5 rocket was cut short when it self-destructed only 37 seconds after liftoff. The culprit behind the $370 million in damages: an... 2 4 383"
735,The Swiss Hedgehog 27 Mar We have implemented multi provider account sharing in Almirant. Good Bye unused tokens. Hello collaborative vibe coding! 1 2 5 71
736,"27 Mar Do developers really know how to explain every framework and library they use? Vibe-coding is just another layer of abstraction. But when it’s time to debug, things get expensive for vibe-coders. 1 4 575"
737,27 Mar jump into my TG channel for more fire alpha on vibe coding & prediction markets: t.me Join group chat on Telegram 3 292
738,27 Mar Vibecoding an app to track my drinks with Claude but i got rate Limited fuck this shit 1 2 76
739,"27 Mar @code dan @claudeai If I do not know what is happening, vibecoding is totally useless then when something breaks :D 1 4 49"
740,27 Mar Adulting is literally like vibe coding. 1 2 41
741,"27 Mar 6 months of building @Learnclashai solo with Claude Code. No cofounder, no team, just me and a stack of max subscriptions running in parallel. People keep asking if vibe coding is real. I'm shipping a full Flutter + Firebase + Gemini app with it. Not a landing page. Not a todo 2 132"
742,27 Mar Give away or vibe coding tutorial guide?? 1 4 65
743,"27 Mar i feel at some point, vibe coding is going to become so easy to the point where anyone could prompt an idea with little context and get a fully built app in minutes. right now there's a few problems: > you usually need to prompt more than once > security issues might arise > the 6 9 182"
744,27 Mar So it's called vibe coding because Andrej karpathy said it's just letting the AI do the coding and its all vibes. HUUGH moment for innovation. 5 485
745,27 Mar Guyz we need to slow down. Please stop vibe coding the sun. Kutipan shirish @shiri_shh 26 Mar Diterjemahkan dari Inggris Startup ini memungkinkanmu MEMESAN SINAR MATAHARI dari luar angkasa ke lokasi tepatmu dalam 30 detik 0:32 3 1 7 601
746,"27 Mar Starting my first vibe coding project, think it can be a pretty cool tool for the trenches if I do it right 4 85"
747,27 Mar Building with AI assistance is real different from vibe coding!! We still haven't gotten to the stage of handling all task to ai believe me 5 38
748,"27 Mar So you have super powers now. They call it vibe coding. Talk to a machine, get an app. GitHub is already blowing up with projects built this way. But here's the question nobody is asking. How good is it? I'm a senior architect at one of the largest software companies on the 8 11 35 2 rb"
749,"27 Mar @code dan @claudeai Someone is cooking real hard right now I like how you're learning the fundamentals, not just vibecoding blindly. 1 2 29"
750,27 Mar My wife is now vibe coding niche 3D printed fashion workflows every night until 4am with her openclaw @danitpeleg3d 1 1 5 696
751,"27 Mar Yeah,figured i could make up for no C.S. degree as well as vibe coding by actually understanding everything on a deep level. 2 28"
752,27 Mar the irony of vibe coding is anyone can re-create your idea so selling it becomes impossible 52 17 397 26 rb
753,27 Mar It feels like X developers are just vibe coding updates the algorithm. 3 13 325
754,"27 Mar ""Vibe coders will never know anything about real coding"" That's just not true... Look at what I built while vibe coding http://localhost:3000 16 2 53 1 rb"
755,"27 Mar 2026 is the year local models go mainstream. Use the model in @thestreamingdev 's video for vibe coding in Workshop with one-click install Mac, Windows, Linux. Kutipan thestreamingdev() @thestreamingdev 26 Mar 1:39 I ran a 35-billion parameter AI agent on a $600 Mac mini. Specs: M4 Mac-Mini 16GB RAM The model doesn't fit in RAM. It pages from the SSD at 30 tokens/second. On NVIDIA, the same paging gives you 1.6 tok/s. Apple Silicon gives you 30. That's 18.6x faster. No cloud. No API 1 3 203"
756,27 Mar Seyi vibes music makes me want to learn how to speak and understand Yoruba properly who's vibe coding and app for learning Yoruba? 4 1 12 199
757,"27 Mar Ever shipped a PR thinking “this looks solid”… only for a sneaky bug to show up in prod days later? We’ve all felt that pain. Open source maintainers stay overloaded, while the boom of vibe coding, where devs use tools like Cursor or Claude to generate code from vague prompts, 21 12 8 235"
758,"27 Mar Any night owlers ,lets connect Drop your best project link here let people see your work. #vibe #vibecoding #dev 4 3 39"
759,"27 Mar Pequeña llamada a los devs. ¿Sabéis de alguna guía en condiciones sobre buenas prácticas con Github? Voy a retomar un par de cosillas con mis nodos y proyectos de vibecoding y me gustaría no meter la pata al gestionar los repositorios. Ya se que puedo preguntar a claude, gemini, 2 1 17 2 rb"
760,"Martin Tesar 27 Mar vibecoding is a dopamine trap. ship nothing, start everything. honestly considering going full plan B - forget software, just make things on the CNC. when AI takes over the internet nobody’s coming for the guy cutting wood in his garage 1 3 158"
761,"27 Mar The part nobody's reinventing: security review. Agile had code review baked in from the start. Pair programming, sprint demos, retrospectives that caught bad patterns. Vibe coding skips all of that. Ship it, demo it, iterate. Nobody's running ""sprint security"" when the sprint 2 4 170"
762,"27 Mar dan @pcgamer He is good at what he does and clearly loves doing it, still. I love writing code, I have an actual talent for engineering, but no one cares about it today, it's all about quick entertaining slop, mobile games, making something work with vibe coding and then ""making an exit"". 5 525"
763,"27 Mar Honored to share that two of our books won gold medals in the Axiom Business Book Awards this year! Vibe Coding: Building Production-Grade Software With GenAI, Chat, Agents, and Beyond, by Gene Kim and Steve Yegge, won gold in Business Technology. Flow Engineering: From Value 2 4 169"
764,27 Mar dan @Claude_PL Zaraz ktoś bazę podpierdoli i się skończy vibe coding 7 766
765,27 Mar Vibe Coded. Badly Deployed. Vibe coding has made it easier than ever to build something. And easier than ever to deploy it badly. Databases. Hosting. Integrations. Done right. http:// sandconsole.com 1 rb
766,27 Mar Ember gives you guardrails - most apps feel consistent - predictable - maintainable Meanwhile React? Good luck to everyone cleaning up the vibe-coding era in 2–3 years. Kutipan Daniel Glejzner @DanielGlejzner 26 Mar Angular gives you guardrails - most apps feel consistent - predictable - maintainable Meanwhile React? Good luck to everyone cleaning up the vibe-coding era in 2–3 years. 4 48
767,"27 Mar Um case de uso onde IA/Vibe Coding é interessante e aumenta muito a velocidade do desenvolvimento Se vc tem uma estrutura no projeto, vc deve ter uma pastinha `services` onde fica a regra de negócio Vc pode codar a regra de negócio na unha enquanto a IA escreve as dependências 3 2 37 3 rb"
768,27 Mar Everyone vibe coding right now to their AI agent reminds me this Fight Club scene: “Can I get the icon in cornflower blue?” - “Absolutely.” 4 681
769,"27 Mar Es irresponsable mandar a producción algo que no sabés cómo funciona y puede poner en riesgo información de terceros. El vibe coding está perfecto para crear una app que te resuelva algo a vos o para validar una idea que pueda volverse un producto, pero nada más 3 2 35 1 rb"
770,"27 Mar It's phenomenal to see @amasad engaging policy at the national level to make creativity and vibecoding an American priority Unlocking a new wave of entrepreneurship, innovation, and building instead of just consuming As a Navy veteran, I was proud to serve and support U.S. Kutipan Amjad Masad @amasad 27 Mar Ran into Senator Josh Hawley at a conference and had a great conversation about how vibecoding could unlock a new wave of American entrepreneurship. As this category emerges, it’s important that platforms don’t gatekeep innovation. 2 14 463"
771,27 Mar Day 238 of building in public check out @shipper_now 's latest feature: autonomous building! we literally made vibe coding A PERSON... you just reply to daily/weekly emails you get from Claude Code Opus 4.6 and it keeps on building your business actually insane... 6 2 9 728
772,27 Mar I think I built this in about 2 hours of vibe coding with Claude Code. What really helped initially was this frontend design skill that came up with a great and appealing idea. I mostly guided it by knowing what to ask for and when to push back on things that didn’t feel right. frontend-design — anthropics/skills Dari skills.sh 2 59
773,"27 Mar you learn math before using the calculator, right? Same for coding, learn cs basics before vibe coding. You're welcome. 2 5 443"
774,27 Mar This is what we're doing with our shiny new vibe coding powers? Rage coding and spiteful comebacks? smh 3 82
775,27 Mar jump into my TG channel for more fire alpha on vibe coding & prediction markets: t.me Join group chat on Telegram 5 245
776,27 Mar vibe coding has become so simple AI agent pipeline: spec → code → tests → deploy all that's left for vibecoders: 5 15 665
777,27 Mar Everything I vibe code gets the task at hand done. I'm reverse engineering asset pipelines in a 90's video game by vibe coding LLM decompiling tools and there hasn't been an instance of my software not working right off the prompt. 3 193
778,"27 Mar ""learn a skill"" but na gba the person dey click say na vibe coding or video editing Like dude gtfo my sight 1 1 7"
779,"Stellamaris | π (privacy szn) 27 Mar Remember those 176ms client-side ZK proofs from the v1 testnet? Taking the whole architecture full-stack today. Vibe coding the v2 on @0xMiden . If v1 solved public salaries, this solves the rest of the treasury. Keeping the actual features under wraps for now, but the demo Kutipan Stellamaris | π (privacy szn) 5 Mar I promised a sleek dashboard, and we are officially live Introducing: Miden ZK Payroll I built a clean, production ready interface so real companies can actually use this. Here is what the app does right now: Displays your live company treasury balance in real-time. x.com/Marisdigitals1… 1 5 163"
780,"27 Mar Es cierto, es una lástima que el ""Vibe Coding"" sea más comercial que el ""AI Driven Development"", el cual indica más profesionalismo y seriedad. Al utilizarlo a nivel profesional puedes llegar lejos si tienes experiencia ya que lo usas a conciencia. 1 2 460"
781,27 Mar what happens when the new ai bubble bursts? when vibe coding is no more a buzz? surely the skills you learnt with it or not will be very important after. this is not financial or technical advice. 2 49
782,Gindaus 27 Mar I'm building Teem Flow AI the next future of vibe coding 6 61
783,"27 Mar Ran into Senator Josh Hawley at a conference and had a great conversation about how vibecoding could unlock a new wave of American entrepreneurship. As this category emerges, it’s important that platforms don’t gatekeep innovation. 32 15 348 32 rb"
784,"27 Mar Saw this video and it was awesome inspiration to set up a filtered view of youtube for my kids. A single stream wouldn't quite work for us. For the 8 year old, I ended up vibe coding this in ~10 mins. Kutipan Jesse Genet @jessegenet 16 Feb 2:23 Built a thing I’ve wanted forever… a way to let my kids access YouTube content I like without getting exposed to the algo and becoming zombies My @openclaw friends are the dev team this is barefoot housewife has always dreamed of YouTube stream curated by us, no slop 2 3 977"
785,"27 Mar I liked the Canvas. It let people apply creativity and effort even without coding. It's human-made, which makes it art. But to me (and I imagine to a lot of people), vibe-coding isn't creating. That's the issue I have. I'm not bullying, I'm just let down. I expected more... 1 2 191"
