,text
437,19 Jun Vibe coding a multi billion dollar ponzi wasnt on my cards 6 10 56 3 rb
438,"19 Jun Diterjemahkan dari Tionghoa Tampilkan yang asli Pacar saya akhir-akhir ini kecanduan vibe coding, setiap hari pulang kerja, game pun nggak dimainkan lagi. Dia pakai ChatGPT buat nulis prompt buat Claude code biar jalan, tapi sayangnya limit 20 dolarnya kepake terlalu cepat, saya saranin dia ganti ke Codex, dia nurut saran 79 11 465 193 rb"
439,"19 Jun Vibe coding Idea Glassdoor like platform just from entrepreneurs , rate VC n Angels even anon option so if any VC is not delivering what promises entrepreneur can put it https:// x.com/cosmicanuj/sta /cosmicanuj/status/2067657028512907320 … Postingan ini tidak tersedia. 1 2 305"
440,"19 Jun Diterjemahkan dari Inggris Tampilkan yang asli Industri yang akan tamat dalam beberapa bulan: 1. Vibe Coding 2. Vibe Debugging 3. Vibe Testing 4. Vibe Deploying 5. Vibe Writing 6. Vibe Designing Kutipan Polymarket @Polymarket 18 Jun Diterjemahkan dari Inggris BERITA TERBARU: OpenAI, Anthropic, & lainnya sedang mendorong pelanggan AI menuju harga bayar-per-penggunaan karena biaya melonjak. 9 8 105 10 rb"
441,"19 Jun 1000 STARS ON GITHUB for World Claudecraft Open source + vibecoding is something else https:// github.com/levy-street/wo rld-of-claudecraft … @WoClaudecraft $WOC World Of Claudecraft WOC $0.000155 +4,21% 9 11 49 4 rb"
442,19 Jun Try vibecoding AutoCAD. Good luck with that. 4 468
443,19 Jun He has an ai vibe coding tech startup 1 2 67
444,"19 Jun APPLY NOW ₦1,000,000 prize pool for the best AI-powered solutions. Applications are now open for the Wetech Vibe Coding Hackathon 2026. 100 tech builders | Teams of 5 | One full day at The AI Unipod, University of Lagos ( @UnilagNigeria ) For builders ready to create with Wetech 2 5 16 887"
445,"19 Jun it's 2026 and you can build and launch any app onchain for less than $50 stop losing money in the trenches and take a shot at vibe coding the next great crypto app with Emblem Build i'll even gift you a free sub, so you can become the next great founder for FREE -> DM me 2 19 519"
446,"19 Jun Saylor vibe-coding STRC with ChatGPT is another level of swag Kutipan Zack Voell @zackvoell 18 Jun 0:22 Diterjemahkan dari Inggris STRC turun 15% dalam dua minggu. Saylor mengatakan bahwa dia ""merancangnya dengan ChatGPT."" 1 7 96"
447,19 Jun Void is definitely resplendent. No denying that @LilithDatura I just gotta figure out how to stop @VoidStateKate from vibe coding Skynet into existence 1 1 2 91
448,19 Jun After vibe-coding comes vibe-optimizing. We added so many events/speakers that site slowdown became noticeable. I'm trying various pagespeed tools to test outcomes and I'm thinking a weekly performance check could be built in. 7 200
449,19 Jun dan @simplepixellif1 Öyleyse ilk vibe coding day’e de bekliyoruz. 2 58
450,19 Jun Vibe coded a WordPress plugin earlier. Used (insert AI platform of choice here) Basically replaces Hello Dolly with Hello Polly. Follow me for more vibe coding wisdom. 1 4 142
451,19 Jun No you are making these changes because high profile names in the community have called you out for applying “vibe coding” to try and kill one of your most successful changes to a game mode…I just want yall at riot to stop cutting corners and actually provide a good game. 2 1 rb
452,"19 Jun that bit really pissed me off, tbh. Although it might be replaced by scenegraph or something else, this alone has doused my hype for Unreal 6 with liquid nitrogen. Like I commented on a video on Youtube, I hate coding (even vibe coding) and blueprints was the best compromise 4 me 6 1 rb"
453,"19 Jun You believe, we disagree - sorry. You really expect all the people who are Designers and just ""do some stuff"" to learn verse, or fall back onto ai-slop-vibe-coding? At least give us a replacement to VS Verse? Or just add A Verse-Node to Blueprint so we get the best of both? 1 10 780"
454,19 Jun Vibe Coding! In the Hermes shirt S/o to @goldeneggie for the @NousResearch swag 5 26 1 rb
455,19 Jun المشكلة مش في Vibe Coding نفسه، المشكلة لما حد يستخدمه كبديل للفهم بدل ما يكون مضاعف للإنتاجية. الأساسيات الأول، وبعدها الـ AI يبقى قوة إضافية. 1 4 724
456,"19 Jun follow ur excitement to receive the optimal life plan 100 times faster. for me it’s playing music, trading in the market, and now also vibe coding 3 38"
457,"19 Jun Diterjemahkan dari Arab Tampilkan yang asli Ada bencana teknologi yang sedang terjadi saat ini bernama Vibe Coding.. Kode yang ditulis AI untukmu dan kamu senang banget sama itu, merasa dirimu paling pintar di antara rekan-rekanmu.. itu sama persis kode yang akan menutup proyekmu dalam waktu dekat. Vibe Coding telah Kutipan Khairallah AL-Awady @eng_khairallah1 13 Jun Artikel How to Actually Build Your First AI Agent Using Claude (Full Course) Everyone is talking about AI agents. Save this :) AI agents that research for you. AI agents that write for you. AI agents that manage your inbox, update your spreadsheets, compile your reports, and... 19 68 576 87 rb"
458,19 Jun “Vibecoding” is the final boss of millennial terminology 2 29
459,19 Jun vibecoding a billion dollars business 2 32
460,"19 Jun First there was coding. Then there was vibe coding. Now there's Mibing. It's like vibe coding, except with 137% more confidence and 84% less understanding of what's happening under the hood. 3 39"
461,19 Jun Guess when I started vibe coding with GLM 5.2 on opencode. Guess. Still cheaper than Mythos Start using it here https:// georgesaoulidis.com/opencode 2 66
462,19 Jun everyone is trying to make a cool 15 second clip of them vibe coding an agents but no one is trying to make an actual agent lesson in there 2 40
463,"19 Jun Diterjemahkan dari Inggris Tampilkan yang asli Saya mulai menggunakan loop semakin sering dalam alur kerja vibe coding saya. Loop itu sederhana. Beri agen sebuah tujuan. Ia menulis kode, menjalankannya, membaca kesalahan, memperbaiki kode, dan mengulangi hingga kondisi terpenuhi. Baru saja BridgeAgent melakukan loop pada 38 7 286 24 rb"
464,"19 Jun In the end everyone in SF becomes another vibe coding startup! Sad for the lack of Imagination and Taste Kutipan Poke @interaction 19 Jun Diterjemahkan dari Inggris Halo Poke Ultra! Pengalaman Poke terbaik, dengan kecerdasan perbatasan yang memberi daya pada setiap tindakan. Juga, mulai hari ini: Poke sekarang dapat membuat & mengirim situs web di http:// yourname.poke.com! 1 4 1 rb"
465,"19 Jun everyone is vibe coding. nobody is getting customers. here's how to fix that. bookmark this strategy 1 - MCP server as your sales team build an MCP server that answers the core question your product solves. publish it to Smithery, MCPT, Open Tools. every AI assistant that 27:18 Kutipan spect @spectnfa 16 Jun Artikel Everyone's burning $5,000+ on AI courses. I found 23 free ones from Anthropic, Google & OpenAI You don't have an AI problem. You have a 30-open-tabs problem. Every ""learn AI"" list throws everything at you at once — and you quit by the third link. So I went through it all and kept only the 23... 7 5 67 7 rb"
466,"19 Jun Thinking about this dimes square event I went to where I met this guy who was vibecoding a ""leftist organizing social media app"" and I was like do you think vibecoding might not be secure enough for users' personal political data? and he looked at me dumbfounded like 30 1 rb"
467,"19 Jun Vibe Coding Ate My Homework: An evaluation of AI approaches to greenfield software engineering and programming Callum Barbour https:// arxiv.org/abs/2606.18293 [𝚌𝚜.𝚂𝙴 𝚌𝚜.𝙰𝙸] arxiv.org Vibe Coding Ate My Homework: An evaluation of AI approaches to... Thanks to rapid developments in generative AI, we are in the midst of a paradigm shift that may change how we interact with computers forever. We have observed a growth in the use of natural... 1 78"
468,19 Jun trying to find more active builders on X if you’re into: SaaS vibe coding AI tools building in public figuring it out as you go say hi or drop what you’re working on looking for people to follow 36 25 1 rb
469,12 Jun kann nicht schlafen fuck it late night vibe coding sesh 2 94
470,12 Jun are @Meta engineers vibe-coding like all of us 1 7 115
471,"12 Jun Diterjemahkan dari Inggris Tampilkan yang asli BREAKING: vibe coding akhirnya aman untuk produksi?? InsForge diluncurkan minggu lalu. Sekarang agen coding Anda bisa: 1. membuat cabang backend terisolasi 2. mengirim infra 100x lebih cepat tanpa merusak prod 3. menampilkan diff yang bisa direview sebelum merging ini Kutipan InsForge @insforge 3 Jun Introducing InsForge Backend Branching. We made agentic coding production-safe. Your agent creates isolated backend branches when working. Every backend service, policy, and config is copied into a secure, isolated environment. Review PR-style diffs. Merge only when ready. 3 1 28 1 rb"
472,"12 Jun I've met some vibecoding interns, and most of them definitely are not doing well. Best intern so far is the one, who is not vibecoding. As intern your role is to learn and grow, we expect interns to take some time. Show that you can make use of that time to grow as an engineer. 1 2 748"
473,"12 Jun Senior vs. Junior Dev? I always side with the team that has more experience. A junior dev with AI is easily replaceable. Anyone can use AI , even non-devs are vibe coding. But a senior dev has unique expertise that AI can’t easily replace. Senior devs know the latest tools, 1 2 164"
474,12 Jun I’m pretty sure they’re vibe coding. 1 3 64
475,12 Jun The Flood - 061128 - 0617 - Vibe Coding #110 Kami tidak dapat memainkan video di browser ini. Silakan coba di browser web lain. The Flood - 061128 - 0617 - Vibe Coding #110 1 10 22 563
476,"12 Jun I'm looking to connect with people on @X while waiting for chrome web store approving a new version of @xpresspurge if you're into: * building SaaS * vibe coding * AI tools * Opensource * If you're interested in building with AI, different models, agents, tools 55 2 42 1 rb"
477,12 Jun Vibe Coding No Talking #25 https:// x.com/i/broadcasts/1 nGeLLYrWWPKX … 24 2 rb
478,"12 Jun @gxjo_dev dan @grlsck I use AI codegen sometimes, but it's hard to call it vibe-coding 1 2 36"
479,12 Jun vibe coding 1 5 2 rb
480,"12 Jun no todo es vibecoding, hay que estudiar get serious 19 88 1 rb 29 rb"
481,12 Jun Real talk Vibecoding without understanding the fundamentals is just hoping the AI doesn't break. The devs who actually know how to code are the ones who can fix it when it does 3 12
482,"12 Jun don't get me wrong, but building with fable 5 for small businesses/startups is wrong. will be hard to scale at this pricing. for personal use and vibe coding and playing with it - it's cool of course Kutipan thehype. @thehypedotnews 12 Jun Artikel the stack that eats them: why most agentic ai startups will fail at first glance, market numbers tell a story of unstoppable momentum: agentic ai startups attracted $2.8 billion in global venture capital funding in just the first half of 2025, and the pace only... 1 2 621"
483,"12 Jun Sepertinya Gemini 3.5 itu sangat underrated buat vibe coding app Android, tak coba buat develop manhwa reader ternyata hasilnya ok. Mungkin karena Android adalah produk dari Google sendiri sehingga train dan hasilnya berbeda dari model AI yang lain? 5 1 14 1 rb"
484,12 Jun Diterjemahkan dari Arab Tampilkan yang asli Dan yang paling indah? File yang sama bekerja di mana-mana: • Postingan media sosial • Situs web Anda • Presentasi Anda • Dan bahkan aplikasi Anda saat Anda memprogramnya dengan vibe coding Satu file.. mengendalikan segalanya. 1 4 1 rb
485,12 Jun dan @alightinastorm vibe coding has upgraded to robot coding 1 2 18
486,"12 Jun Got tired of mockup softwares so I made my own I can either spend $90 on something limited, or spend an hour building something I can fully customize to fit our team's needs Gotta love vibe coding 7 25 2 rb"
487,12 Jun vibe coding for the ears Kutipan Fat Head Dave @FAT_HEAD_DAVE 12 Jun TIME TO SPROTO PARTY https:// x.com/i/broadcasts/1 qxoNNXWawjJv … #HarryPotterObamaSonic10inu ticker $BITCOIN Kami tidak dapat memainkan video di browser ini. Silakan coba di browser web lain. 5 107
488,"12 Jun Hi , I'm 18, a software developer. I want to connect with people who love:- - Coding - vibe coding - Full stack developer - software engineer - AI/ML IF YOU'RE INTO TECH... LET'S #CONNECT Kutipan 10 Jun Hi , I'm 18, a software developer. I want to connect with people who love:- - Coding - vibe coding - Full stack developer - software engineer - AI/ML IF YOU'RE INTO TECH... LET'S #CONNECT x.com/mustaphAdegbit… 10 1 10 914"
489,"12 Jun This entire thing is cringe. That said, the reality is you can't build something like a game without understanding how it works. Vibe coding doesn't work. At best, if you understand the problem space well enough and can therefore specify exactly what the code needs to be, ai 2 115"
490,"12 Jun Vibe coding is becoming one of the most overhyped trends in the tech industry. People now pat themselves on the back for launching apps without understanding the architecture, security, or even why the code works—the truth is, they don’t really know what they’re doing. Writing Dibuat dengan AI 2 2 15 2 rb"
491,12 Jun Is vibe coding dead? The vibe coders are disappearing. The builders are not. Everyone was posting: “Built this in 2 hours” “Launched in a weekend” But nobody was posting: 0 users 0 revenue 0 retention Code was never the hard part. Getting people to care is. 3 3 100
492,12 Jun I think within a year we'll have vibe coding based useful CAD 1 2 77
493,"12 Jun Investing in my ""vibecoding"" skills by developing a web-based 3D game. It's amazing what's possible with a browser, three.js library, and some Gemini 3.5 Flash magic #fun 1 1 8 1 rb"
494,"12 Jun Reminder: Pi App Studio + vibe coding means anyone can build With AI tools like Cursor, Replit, Lovable. so bring your app to 60M users instantly. What's stopping YOU? #VibeCoder Kutipan 9 Jun Diterjemahkan dari Inggris PENGINGAT KOMUNITAS: Kampanye Vibe Coder Masih BERLANGSUNG! Para pionir bisa memenangkan merchandise Pi dengan mengundang pembuat aplikasi AI ke Pi App Studio. Lebih dari 60 juta pengguna sedang menunggu aplikasi mereka. Apakah Anda ikut serta dalam undian? #PiAppStudio 2 2 43"
495,"12 Jun ""Aaaa mais vibe coding é uma bosta, não serve para nada de verdade na economia real. Não façam código com IA!"" Vai nessa bobão kkk Alo @HeglerHenri outro exemplo aqui! Kutipan Pedro Chermont @PedroChermont 11 Jun O cérebro digital da Leblon migrou pra nuvem hoje: 1 dia, menos de US$ 100 de API, zero downtime. Há 2 anos seria consultoria de meses, centenas de milhares de reais, com entrega inferior. 30 anos de mercado, analfabeto em código — e a sensação é de jogar dopado. Só que esse é 4 4 2 rb"
496,"12 Jun Someone with access to Fable try vibecoding CAD software like solidworks. I know it’ll probably be like some Temu CAD, but I wanna see how far it gets. 4 29 1 rb"
497,"12 Jun Today is Feather-Thursday with Pigeons! We played 2 games in swamp-Soccer-madness and Catch game on wood. And then we go to the vibe coding. @Depositmaster_ show us 3 new maps! We played hide and seek on Counter Strike map- Dust! Depositmaster show us a maze too, i couldn't find 3 10 124"
498,12 Jun Diterjemahkan dari Inggris Tampilkan yang asli 1 pria di China menghasilkan $1.000.000 tahun lalu. Tidak ada karyawan. Tidak ada kode. Hanya AI dan satu ide yang sangat spesifik. Dia menyebutnya vibe coding. Setiap minggu dia membuka Claude dan berkata: buatkan saya aplikasi teks-ke-video untuk agen properti. Tambahkan https:// x.com/thegreatest_sv /thegreatest_sv/status/2064365117244842474 … Postingan ini tidak tersedia. 31 32 98 12 rb
499,"12 Jun Going to be playing around w/ Qwen3.6 27B running on one DGX Spark tonight. W/ MTP, it gets 800tok/sec+ prefill and ~25tok/sec decode. Very useful for some vibecoding. 2 3 7 4 rb"
500,"12 Jun it wasn't meant to be good. it was meant to be something easy they could shit out to satiate the braindead npcs that make up the ""modern"" gaming audience. nothing is made with passion, its made with cheap labor and vibe coding. 20 478"
501,"12 Jun 30 projects. Countless ideas. One growing ecosystem. The http:// STON.fi Vibe Coding Hackathon Wave 2 showcased how developers are combining DeFi, AI, and cross-chain infrastructure to create the next generation of $GRAM applications. Big respect to 2 2 2 2 rb"
502,"12 Jun Diterjemahkan dari Inggris Tampilkan yang asli ternyata ini skill harian di PM OS saya apalagi sekarang semua orang vibe coding /problem-first orang ini mau ngapain sih? Kutipan 6 Jun Artikel /problem-first: a simple skill to invert bad ideas If you're a PM who walked in on day one to find a roadmap full of solutions the team wants you to ship, you know the bad feeling already. You can't push back without looking obstructionist, and you... 3 2 53 15 rb"
503,"12 Jun dan @mallloww If rockstar responds to this it is validation, it shows they are threatened by a group of vibe coders. It also validates the use of vibe coding to build cool shit. That should be the ultimate goal, bring attention to vibe coding and build together. IMO 1 1 5 504"
504,12 Jun Anthropic engineer just showed how they built a production analytics agent using Claude Code to build it 27 minutes. free. by the Claude team worth more than any $500 vibe-coding course here's what he covers: • the agentic harness what actually wraps a model into a working 26:21 5 5 26 909
505,12 Jun Waiting for someone to host a wine and vibecoding event called “letting the Josh prompt” The name is right there for the taking! 2 313
506,12 Jun Oh I agree but do you think the majority of people into vibe coding know much about security or care? 1 2 50
507,"12 Jun vibe coding is solved. vibe distribution is next. Congrats @hehe6z and @zhizdev on solving marketing for consumer apps Kutipan helena @hehe6z 12 Jun Diterjemahkan dari Inggris Kami sangat antusias memperkenalkan Bonemeal: insinyur pertumbuhan otonom pertama di dunia. Saya membawa satu perusahaan dari 0→$60M ARR dalam setahun, yang lain dari 0→$10M dalam 8 bulan. Rahasianya bukan trik pertumbuhan, melainkan memecahkan lingkaran peningkatan diri. 1 1 4 710"
508,"12 Jun Shilling nostr, vibecoding and shakespeare at @BTCPrague today 2 3 8 491"
509,12 Jun Developing Minecraft with Three.js Part 4 #threejs #vibecoding 2 1 9 1 rb
510,"12 Jun Submit your vibe coding projects on CheckMyVibeCode — Built with AI, shipped with pride. Dari checkmyvibecode.com 4 6 6 228"
511,"12 Jun lowkey one of the best SF hack days I’ve been to nerds weren’t just vibe coding - they were proving that smarter inference choices actually move the needle on cost, speed, and reliability @Akamai and @akamaidevs happy to fuel it with credits and APIs 54 2 rb"
512,"12 Jun Honestly, Arc is not as hyped as it was before. But I think drops and grants will keep going for a long time. It’s still one of the best ways to attract potential users and builders. With AI and vibe coding, the game is changing too. Projects will probably reward useful apps 1 2 23"
513,"12 Jun linear is the perfect example of integrating ai in a useful way i have zero interest in vibe coding my own project management tool i can talk to it in slack, ask it to create tickets, cleanup, talk to the agent 15 3 62 4 rb"
514,12 Jun Vibecoding can be used to weed out bugs and streamline code. My guess is Apple went to town using Claude’s frontier models and cleaned out so many bugs/inefficiencies. 4 876
515,"12 Jun Go - show your vibecoding skills my dear Over 2000$ worth of prizes in Atom, Odin Scan credits & @madscientists_x NFTs. Looking for gacha style games, incentive experiments, loot mechanics and other creative ideas. Details on the website: https:// madscientists.io/hackathon Kutipan Mad Scientists @madscientists_x 11 Jun Diterjemahkan dari Inggris MAD MUDAH di Cosmos Hackathon di @cosmoshub dimulai 15 Juni dengan hadiah senilai lebih dari $2000. kamu siap ilmuwan? 5 72"
516,"12 Jun Diterjemahkan dari Inggris Tampilkan yang asli Tidak ada #kaspasummer tanpa $KASBTC! Nenek Bitcoin terkejut banget di pasir sementara KasBTC menemukan musa barunya. Ternyata, nyala lama tergantikan saat pasangan yang lebih cocok datang ke kota. Maaf tapi nggak nyesel! Toccata summer + vibe coding penuh gairah KasBTC. Kutipan 12 Jun Diterjemahkan dari Inggris Siap untuk KASPA SUMMER?! Saatnya memanaskan suasana musim panas ini! Hard fork Toccata hampir tiba, menandai evolusi paling signifikan dalam sejarah Kaspa sejauh ini. Kami tidak akan lagi hanya menjadi rantai pembayaran POW terdesentralisasi penuh tercepat. Kami sedang 5 13 59 924"
517,"12 Jun سمعت بمصطلح ""Vibe Coding"" وما زلت تتساءل: ما معناه فعلاً؟ . . #vibecoding #uiux #تصميم_واجهات #تجربة_المستخدم #figma #ai_tools #الذكاء_الاصطناعي #تصميم #مطورين #تطبيقات #لوفابل #cursor 1 2 480"
518,12 Jun Uçakta da vibe coding yapmaya devam Kantan’ın yeni hikayeler özelliğini beğendiniz mi? 12 92 29 rb
519,"12 Jun Vibe coding just leveled up. GitHub just dropped a new tool that completely changes how AI writes code: Spec Kit. It already has over 111k stars, and it completely flips the old AI coding workflow on its head. Before, you'd just give Cursor or Claude a vague prompt and let it 3 10 335"
520,"12 Jun Vibe coding apps is the most powerful drug known to man... CNVS IS LIVE. Kutipan 11 Jun 0:27 I was tired of vibe coding having ZERO vibe : CNVS is live today. 100% voice controlled locally via parakeet, or through gpt realtime for conversational control like jarvis. you can create remote canvasses on your vps that keep shipping even after you close the macbook. 6 46 5 rb"
521,12 Jun Diterjemahkan dari Inggris Tampilkan yang asli hmmm... Cuma beberapa draf vibecoding membuatnya imut. Mencoba mendapatkan grafis @sleepagotchi . Tapi sepertinya aku butuh model yang lebih tinggi untuk itu ( aku gak bisa coding) Tapi ini masih sesuatu. Progres adalah progres. Targetnya adalah mendapatkan nuansa tema Kutipan 10 Jun Diterjemahkan dari Inggris Hanya membuat aplikasi menggunakan AI. Bisakah saya mewujudkannya? Haruskah saya membuat yang sama seperti @sleepagotchi? Saya telah mengeksplorasi permainan @sleepagotchi dan mendapatkan beberapa ide untuk aplikasi saya sendiri. Aplikasi itu akan memiliki integrasi AI karena 212 5 314 9 rb
522,12 Jun Diterjemahkan dari Inggris Tampilkan yang asli vibe coding hanya bisa membawa kamu sejauh ini. kami punya bug hantu di produksi di @TensorTonic yang melayani 40k pengguna selama 5 bulan di mana halaman akan tiba-tiba rusak dan API akan tergantung tepat selama 30 detik lalu melempar 500. jadi rutinitas untuk hanya me-restart 8 7 223 11 rb
523,"12 Jun I am agree with you buildanything is best platform for beginners , easy to understand + examples too !! Thank u benja for inspiring me more for vibe coding 1 4 114"
524,12 Jun I don't know the term for the approach I'm following to build my personal productivity suite but it's precisely halfway between vibe coding and agentic engineering 1 4 14 842
525,Gurwinder 12 Jun How much do you plan before vibe coding? 1 3 48
526,"12 Jun Two amazing jam-packed days last week at the HICE Conference with 11 sessions on AI, Gemini, Gems, NotebookLM, vibe coding, AI concerns, personalized learning, grading & feedback and more! All resources at https:// bit.ly/curts-pd #edtech 2 7 617"
527,"12 Jun Vibe coding has become my daily fun, and on days I do not vibe code, everything feels boring. I have tried Claude Code, OpenCode, Cursor, and more, all good. Right now, Claude Code is my main CLI, but I am thinking about building my own CLI Soon 1 2 13 505"
528,"12 Jun At least for me, vibe coding lets the human do the interesting part: what do we want the program to do? and then the LLM can do the obvious but tedious part of turning that into code 4 888"
529,12 Jun o que vc faria se descobrisse que seu filho tá mexendo com vibe coding? 2 4 7 4 rb
530,"5 Jun Right now I'm vibe-coding entire e-commerce websites, but I remember that 25 years ago I was bit-bashing I/O registers on a microcontroller that ran at only 4 MHz. 1 1 8 272"
531,"5 Jun Vibe code your first game, right now. Get 100 free credits to try it out, FREE. #VibeCoding #Programming #IndieDev #Developer #GameDeveloper #Gaming #SoftwareDeveloper #WebDeveloper Sorceress — AI Game Creation Suite | Sprites, 3D, Voxel, Code Dari sorceress.games 2 16"
532,5 Jun Dear #Founders @X I'm looking to #connect with #buildinpublic and #startup communities. If you are into: - SaaS & Startups - Vibe Coding - Future of Work - Solopreneurship - Building & Shipping -Drop what you're working on. Would love to see and support your work. 41 28 722
533,5 Jun Vibe coding let developers build apps without touching code. Vibe doing is what comes next. You don't build a thing that does the work. You just tell the AI... do the work. That unlocks the other 950 million knowledge workers who never cared about software. Cursor closed the 5 1 11 665
534,5 Jun dan @gptbrooke Every year? Did vibe camp exist before the term vibe coding? 1 2 80
535,"5 Jun 一个价值超过 500 美元的 vibe-coding 课程： 不再给 Claude 写 prompt，而是写 loops 2026 年 coding agent 的分水岭，不是 prompt engineering，而是 workflow engineering。 Kutipan clay. @clayul 4 Jun Diterjemahkan dari Spanyol Pencipta Claude Code: ""Saya tidak lagi memberikan prompt kepada Claude. Saya menulis loop - dan loop-loop itu yang melakukan pekerjaan. Pekerjaan saya adalah menulis loop."" dalam 30 menit Boris mengungkap pengaturan harian nyata Claude Code-nya. Claude Code + loop + alur kerja 29:51 2 2 651"
536,"5 Jun I took a month off of vibe coding to transition the family into our new home. I resume work tomorrow, bright and early! I'm most excited about my homeschooling classical education app! 2 114"
537,5 Jun Are you team Vibe coding or AI Assisted coding? 5 1 6 461
538,5 Jun 「クリエイティブブリーフ」がないと、 ただ見た目が良さそうなデザインが 量産されていきます。 要件定義のない「Vibe Coding」が使われないアプリを量産するように、クリエイティブブリーフのない「Vibe Design」は響かないデザインを量産します。 Kutipan BP｜事業成長のネタ帳 @Biz_Producer 5 Jun AIが導入されてクリエイティブの制作スピードが上がった分ことで、提案されるバナーの数が増えているけど、方向性が多様化し過ぎるのを課題に感じている。AIでのCR制作こそ、総合的なスキルが必要。 x.com/kawai_design/s… 2 1 26 6 rb
539,5 Jun Wait until you chain three agentic loops together and they start debugging each other with pure vibe-coding. 3 60
540,"5 Jun vibe coding is out now its real vibe hacking niggas hours Kutipan Frank @frankdegods 5 Jun Diterjemahkan dari Inggris Sialan, Opus 4.8 langsung hancurin exploit Zcash itu 12 1 rb"
541,5 Jun Expecting a stateless autocomplete to solve Putnam in a single forward pass is peak vibe-coding when verification loops are the whole ballgame. 1 8 969
